epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,99.6677,3.43824,5.48757,3.8613,0.00077,0.02318,0.00073,0.00021,3.23407,4.95771,3.81477,8.71913e-05,8.71913e-05,8.71913e-05
56,101.444,3.34005,5.4107,3.82453,0.0009,0.02653,0.00077,0.00023,3.2331,4.94866,3.81485,8.66022e-05,8.66022e-05,8.66022e-05
57,103.216,3.38734,5.38996,3.85042,0.00045,0.02528,0.00065,0.00012,3.23811,4.94774,3.82624,8.60132e-05,8.60132e-05,8.60132e-05
58,104.993,3.32859,5.42028,3.82737,0.00051,0.02506,0.00045,9e-05,3.23051,4.94018,3.82597,8.54242e-05,8.54242e-05,8.54242e-05
59,106.836,3.45573,5.36598,3.80761,0.00042,0.01864,0.00043,0.00011,3.2416,4.93522,3.82067,8.48351e-05,8.48351e-05,8.48351e-05
60,108.609,3.31404,5.3885,3.80364,0.15515,0.00524,0.00061,0.00012,3.24426,4.92128,3.81375,8.42461e-05,8.42461e-05,8.42461e-05
61,110.464,3.34541,5.3857,3.80408,0.00039,0.01699,0.00047,0.00013,3.24181,4.90605,3.79666,8.3657e-05,8.3657e-05,8.3657e-05
62,112.331,3.34104,5.39969,3.79205,0.00045,0.01582,0.00055,0.00014,3.2238,4.89615,3.77699,8.3068e-05,8.3068e-05,8.3068e-05
63,114.106,3.27187,5.41594,3.83026,0.00037,0.01459,0.00054,0.00015,3.21737,4.88411,3.76065,8.24789e-05,8.24789e-05,8.24789e-05
64,115.961,3.32431,5.376,3.79303,0.00065,0.01185,0.00156,0.00033,3.21154,4.87544,3.76134,8.18899e-05,8.18899e-05,8.18899e-05
65,117.776,3.33044,5.35695,3.80015,0.00062,0.01582,0.00143,0.00018,3.21254,4.86945,3.76008,8.13008e-05,8.13008e-05,8.13008e-05
66,119.6,3.37242,5.32781,3.76308,0.00064,0.01804,0.0009,0.00013,3.21603,4.87178,3.74721,8.07118e-05,8.07118e-05,8.07118e-05
67,121.47,3.4476,5.33752,3.77901,0.00152,0.02444,0.00236,0.00058,3.22362,4.87173,3.74341,8.01227e-05,8.01227e-05,8.01227e-05
68,123.307,3.33393,5.3892,3.7977,0.00042,0.02189,0.00145,0.00019,3.22517,4.86549,3.73173,7.95337e-05,7.95337e-05,7.95337e-05
69,125.382,3.33672,5.35807,3.775,0.00121,0.02988,0.00214,0.0006,3.23199,4.85627,3.72737,7.89446e-05,7.89446e-05,7.89446e-05
70,127.296,3.31537,5.32582,3.79456,0.00131,0.02751,0.00371,0.00087,3.22703,4.85131,3.72221,7.83556e-05,7.83556e-05,7.83556e-05
71,129.207,3.29983,5.31919,3.74334,0.00102,0.03217,0.00089,0.00027,3.2187,4.85218,3.7232,7.77665e-05,7.77665e-05,7.77665e-05
72,131.018,3.3576,5.34497,3.75947,0.00056,0.02387,0.00057,0.00013,3.21999,4.8492,3.7206,7.71775e-05,7.71775e-05,7.71775e-05
73,132.811,3.30717,5.31248,3.72704,0.00062,0.02616,0.00265,0.00032,3.21414,4.84314,3.7166,7.65884e-05,7.65884e-05,7.65884e-05
