epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,235.273,0.56399,0.57219,1.23491,0.85355,0.97608,0.94909,0.87995,0.4415,0.51103,1.17973,0.0002146,0.0002146,0.0002146
121,237.323,0.54316,0.57747,1.26097,0.92381,0.9079,0.96516,0.90002,0.42486,0.48619,1.18109,0.000208,0.000208,0.000208
122,239.236,0.54513,0.57343,1.25433,0.89378,0.97316,0.97262,0.91067,0.43532,0.468,1.19941,0.0002014,0.0002014,0.0002014
123,241.253,0.56329,0.58337,1.24778,0.92033,0.93979,0.96712,0.89458,0.43894,0.46953,1.20177,0.0001948,0.0001948,0.0001948
124,243.224,0.56224,0.56434,1.27214,0.85023,0.99119,0.96124,0.89176,0.4417,0.48537,1.19906,0.0001882,0.0001882,0.0001882
125,245.259,0.53856,0.54762,1.25158,0.89041,0.9593,0.96047,0.89974,0.42681,0.48509,1.1801,0.0001816,0.0001816,0.0001816
126,247.225,0.5419,0.5545,1.21309,0.88576,0.96379,0.96234,0.90037,0.43887,0.48097,1.19945,0.000175,0.000175,0.000175
127,249.157,0.56728,0.56154,1.30679,0.91702,0.92856,0.96498,0.89981,0.42038,0.46658,1.17295,0.0001684,0.0001684,0.0001684
128,251.065,0.58169,0.57875,1.3055,0.8933,0.98294,0.97169,0.90753,0.415,0.45487,1.16863,0.0001618,0.0001618,0.0001618
129,253.167,0.52864,0.54281,1.2146,0.90658,0.97586,0.96694,0.89887,0.43314,0.45891,1.19163,0.0001552,0.0001552,0.0001552
130,255.105,0.55926,0.54232,1.2702,0.90622,0.96182,0.96554,0.89754,0.4309,0.46447,1.17941,0.0001486,0.0001486,0.0001486
131,257.004,0.56261,0.55338,1.24903,0.90743,0.94645,0.96272,0.89891,0.4297,0.48091,1.18796,0.000142,0.000142,0.000142
132,258.91,0.55737,0.54737,1.27143,0.90984,0.9465,0.961,0.8949,0.41709,0.47799,1.174,0.0001354,0.0001354,0.0001354
133,260.782,0.53353,0.53896,1.22025,0.88774,0.98957,0.96209,0.90205,0.4129,0.46366,1.16903,0.0001288,0.0001288,0.0001288
134,262.692,0.51841,0.5159,1.20686,0.92481,0.95033,0.96532,0.90125,0.41005,0.45361,1.17184,0.0001222,0.0001222,0.0001222
135,264.667,0.55199,0.54363,1.26041,0.92384,0.97759,0.96904,0.90164,0.4195,0.44656,1.1804,0.0001156,0.0001156,0.0001156
136,266.609,0.54253,0.5401,1.24334,0.91669,0.94595,0.96702,0.9026,0.41723,0.46494,1.18111,0.000109,0.000109,0.000109
137,268.639,0.55795,0.55447,1.30277,0.92418,0.93975,0.95824,0.8946,0.41279,0.48132,1.1754,0.0001024,0.0001024,0.0001024
138,270.584,0.56353,0.54262,1.329,0.8985,0.95683,0.95468,0.88434,0.41435,0.49969,1.1758,9.58e-05,9.58e-05,9.58e-05
139,272.546,0.57136,0.57998,1.28629,0.89259,0.94287,0.94855,0.88075,0.41806,0.5067,1.17219,8.92e-05,8.92e-05,8.92e-05
140,274.471,0.50239,0.51274,1.24403,0.89571,0.94151,0.9579,0.89462,0.4182,0.49494,1.17036,8.26e-05,8.26e-05,8.26e-05
141,289.053,0.43728,0.49037,1.17813,0.89528,0.95648,0.95862,0.89581,0.42072,0.48529,1.17324,7.6e-05,7.6e-05,7.6e-05
142,290.984,0.4117,0.48683,1.13602,0.89312,0.96513,0.95808,0.89822,0.4206,0.48603,1.1754,6.94e-05,6.94e-05,6.94e-05
143,292.897,0.40922,0.47079,1.14639,0.89442,0.96084,0.9563,0.88784,0.42159,0.48287,1.18308,6.28e-05,6.28e-05,6.28e-05
144,294.78,0.39798,0.46104,1.14416,0.88815,0.95756,0.95554,0.88462,0.42342,0.48172,1.18298,5.62e-05,5.62e-05,5.62e-05
145,296.788,0.41425,0.45408,1.12284,0.91423,0.92504,0.95897,0.88629,0.4251,0.4779,1.18014,4.96e-05,4.96e-05,4.96e-05
146,298.686,0.40669,0.45985,1.15835,0.91092,0.92331,0.96128,0.89218,0.42343,0.4752,1.17961,4.3e-05,4.3e-05,4.3e-05
147,300.588,0.39469,0.45962,1.1333,0.91493,0.9141,0.96231,0.89763,0.42295,0.48237,1.17928,3.64e-05,3.64e-05,3.64e-05
148,302.465,0.39897,0.45162,1.16383,0.89021,0.94393,0.96343,0.8993,0.42183,0.48465,1.18018,2.98e-05,2.98e-05,2.98e-05
149,304.339,0.39978,0.45782,1.14499,0.88943,0.94772,0.96256,0.89916,0.4227,0.48207,1.18318,2.32e-05,2.32e-05,2.32e-05
150,306.241,0.41,0.46181,1.14104,0.8862,0.95135,0.96275,0.89614,0.42281,0.48036,1.1843,1.66e-05,1.66e-05,1.66e-05
