epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,790.793,0.39573,0.36112,1.15208,0.94434,0.90963,0.95245,0.88613,0.49369,0.45387,1.24229,0.00028324,0.00028324,0.00028324
183,795.03,0.40537,0.36919,1.13715,0.94058,0.9203,0.94789,0.87632,0.49824,0.45757,1.23561,0.00027928,0.00027928,0.00027928
184,799.332,0.40752,0.37016,1.13713,0.93904,0.9203,0.94827,0.88588,0.47754,0.46241,1.22501,0.00027532,0.00027532,0.00027532
185,803.656,0.44684,0.38607,1.18899,0.9079,0.9203,0.94595,0.88141,0.489,0.48301,1.23244,0.00027136,0.00027136,0.00027136
186,807.984,0.4036,0.34797,1.12674,0.93545,0.86474,0.9442,0.88234,0.49029,0.48859,1.24313,0.0002674,0.0002674,0.0002674
187,812.282,0.42212,0.37179,1.17189,0.91735,0.9019,0.96266,0.89089,0.5028,0.4694,1.25076,0.00026344,0.00026344,0.00026344
188,816.58,0.42775,0.38245,1.23982,0.96172,0.90083,0.9609,0.88937,0.47892,0.4379,1.24625,0.00025948,0.00025948,0.00025948
189,820.845,0.43881,0.37542,1.21266,0.96769,0.90114,0.96512,0.88695,0.49379,0.43518,1.24487,0.00025552,0.00025552,0.00025552
190,825.186,0.39331,0.33979,1.1249,0.97304,0.90157,0.96351,0.89396,0.4784,0.43309,1.23931,0.00025156,0.00025156,0.00025156
191,829.523,0.40607,0.3662,1.1378,0.96946,0.90848,0.96446,0.89216,0.48501,0.43156,1.23328,0.0002476,0.0002476,0.0002476
192,833.842,0.38442,0.34191,1.18405,0.95822,0.90919,0.95968,0.89469,0.46273,0.43352,1.22332,0.00024364,0.00024364,0.00024364
193,838.171,0.41347,0.36301,1.17321,0.9568,0.90919,0.95897,0.88474,0.48166,0.45181,1.22329,0.00023968,0.00023968,0.00023968
194,842.489,0.43664,0.38086,1.21912,0.96203,0.89808,0.96344,0.88688,0.47415,0.46046,1.21971,0.00023572,0.00023572,0.00023572
195,846.768,0.39705,0.35855,1.16927,0.96613,0.89808,0.96219,0.88558,0.48449,0.4674,1.21563,0.00023176,0.00023176,0.00023176
196,851.119,0.38236,0.32803,1.11415,0.96462,0.8886,0.96338,0.89361,0.48668,0.49168,1.22271,0.0002278,0.0002278,0.0002278
197,855.4,0.38602,0.33463,1.12556,0.97008,0.88177,0.96425,0.88787,0.49788,0.48486,1.23076,0.00022384,0.00022384,0.00022384
198,859.734,0.37956,0.35015,1.1215,0.96564,0.87585,0.96041,0.89534,0.47514,0.48278,1.23079,0.00021988,0.00021988,0.00021988
199,864.036,0.41039,0.34896,1.19453,0.96618,0.87585,0.95957,0.88645,0.48314,0.48552,1.23135,0.00021592,0.00021592,0.00021592
200,868.35,0.42853,0.37672,1.19423,0.96961,0.87986,0.95244,0.88762,0.46756,0.47589,1.2199,0.00021196,0.00021196,0.00021196
201,872.671,0.40936,0.35911,1.1727,0.9845,0.88297,0.95005,0.88337,0.47415,0.46522,1.2305,0.000208,0.000208,0.000208
