epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,410.945,0.48331,0.46716,1.20342,0.96989,0.90966,0.96605,0.87249,0.50846,0.42675,1.23383,0.00063172,0.00063172,0.00063172
95,415.31,0.49907,0.49438,1.21244,0.97519,0.90919,0.96585,0.88944,0.5094,0.42632,1.24363,0.00062776,0.00062776,0.00062776
96,419.629,0.52565,0.48679,1.23015,0.97279,0.90867,0.96432,0.88701,0.50233,0.43207,1.25804,0.0006238,0.0006238,0.0006238
97,423.983,0.4821,0.44772,1.19401,0.94912,0.92792,0.967,0.87444,0.54153,0.43755,1.26187,0.00061984,0.00061984,0.00061984
98,428.345,0.48666,0.44968,1.20883,0.94971,0.91557,0.96251,0.8694,0.5261,0.4512,1.24855,0.00061588,0.00061588,0.00061588
99,432.612,0.49943,0.46001,1.17933,0.96372,0.90426,0.96105,0.87956,0.50297,0.48042,1.26171,0.00061192,0.00061192,0.00061192
100,436.89,0.50475,0.45971,1.23664,0.9742,0.92139,0.97102,0.89437,0.4995,0.42858,1.26133,0.00060796,0.00060796,0.00060796
101,441.206,0.47084,0.42837,1.19428,0.97411,0.92204,0.96639,0.90179,0.46988,0.39902,1.23276,0.000604,0.000604,0.000604
102,445.57,0.49262,0.45888,1.20758,0.96098,0.90919,0.95505,0.88191,0.49955,0.45286,1.22254,0.00060004,0.00060004,0.00060004
103,449.871,0.49221,0.47886,1.21011,0.94622,0.89894,0.95288,0.8705,0.51995,0.47237,1.22548,0.00059608,0.00059608,0.00059608
104,454.231,0.50109,0.46201,1.22456,0.94508,0.90919,0.95616,0.87139,0.49869,0.48423,1.2168,0.00059212,0.00059212,0.00059212
105,458.516,0.49602,0.45412,1.18573,0.91554,0.90707,0.95342,0.87971,0.48558,0.49609,1.22146,0.00058816,0.00058816,0.00058816
106,462.874,0.47177,0.44319,1.18104,0.92169,0.90296,0.96537,0.88186,0.52038,0.48623,1.21433,0.0005842,0.0005842,0.0005842
107,467.159,0.50434,0.46154,1.22617,0.93108,0.91366,0.96794,0.88023,0.53064,0.46705,1.24025,0.00058024,0.00058024,0.00058024
108,471.466,0.48855,0.4453,1.20368,0.95056,0.90902,0.96796,0.88927,0.51233,0.45064,1.23069,0.00057628,0.00057628,0.00057628
109,475.737,0.5048,0.45078,1.19755,0.96303,0.87702,0.964,0.8794,0.52889,0.47388,1.23071,0.00057232,0.00057232,0.00057232
110,480.057,0.48441,0.44292,1.20257,0.94583,0.87038,0.96103,0.88226,0.52179,0.47808,1.25737,0.00056836,0.00056836,0.00056836
111,484.338,0.541,0.49348,1.25117,0.94954,0.87096,0.9632,0.88271,0.49938,0.47691,1.24046,0.0005644,0.0005644,0.0005644
112,488.629,0.49286,0.4305,1.20548,0.91097,0.9203,0.96105,0.87781,0.49896,0.46412,1.23979,0.00056044,0.00056044,0.00056044
113,492.935,0.4783,0.42441,1.21207,0.94741,0.90996,0.96919,0.87909,0.53065,0.45341,1.26895,0.00055648,0.00055648,0.00055648
114,497.235,0.46611,0.41558,1.14773,0.95843,0.89808,0.95976,0.88175,0.50834,0.46889,1.23654,0.00055252,0.00055252,0.00055252
115,501.478,0.47542,0.41875,1.21088,0.95605,0.88851,0.95774,0.87963,0.51757,0.47398,1.22991,0.00054856,0.00054856,0.00054856
116,505.809,0.47996,0.42286,1.18828,0.90132,0.92792,0.95716,0.88339,0.52429,0.45999,1.22916,0.0005446,0.0005446,0.0005446
117,510.099,0.49528,0.46351,1.21676,0.97417,0.86569,0.96372,0.88894,0.51693,0.48122,1.22313,0.00054064,0.00054064,0.00054064
118,514.406,0.46731,0.42881,1.17861,0.95977,0.85391,0.94654,0.86968,0.53357,0.51059,1.25872,0.00053668,0.00053668,0.00053668
119,518.791,0.4875,0.44187,1.20916,0.88896,0.89465,0.94883,0.87448,0.51942,0.52019,1.24934,0.00053272,0.00053272,0.00053272
120,523.089,0.46959,0.42884,1.19202,0.96808,0.8683,0.96064,0.87817,0.52954,0.48687,1.24527,0.00052876,0.00052876,0.00052876
121,527.4,0.48669,0.44178,1.22668,0.97004,0.88898,0.95902,0.86768,0.54743,0.49233,1.25703,0.0005248,0.0005248,0.0005248
122,531.742,0.47314,0.46121,1.18525,0.9672,0.89808,0.95232,0.8742,0.51691,0.46914,1.24447,0.00052084,0.00052084,0.00052084
123,536.054,0.48247,0.42821,1.18912,0.9479,0.91035,0.94721,0.87563,0.46994,0.48157,1.24158,0.00051688,0.00051688,0.00051688
124,540.395,0.45342,0.41543,1.15667,0.94978,0.8917,0.95764,0.88408,0.48109,0.49707,1.25044,0.00051292,0.00051292,0.00051292
125,544.673,0.48602,0.43508,1.20712,0.93853,0.87287,0.95186,0.87874,0.48679,0.50262,1.25314,0.00050896,0.00050896,0.00050896
126,549.001,0.48498,0.44284,1.23053,0.90676,0.89138,0.93418,0.86768,0.49027,0.51776,1.24699,0.000505,0.000505,0.000505
127,553.293,0.50673,0.44772,1.23392,0.87361,0.86494,0.92939,0.85716,0.51396,0.56241,1.23978,0.00050104,0.00050104,0.00050104
128,557.602,0.48332,0.43044,1.19042,0.9338,0.85356,0.93855,0.86776,0.51778,0.5186,1.23386,0.00049708,0.00049708,0.00049708
129,561.891,0.4558,0.41154,1.15633,0.94173,0.88696,0.94484,0.87501,0.52923,0.52603,1.23979,0.00049312,0.00049312,0.00049312
130,566.265,0.46613,0.41037,1.19329,0.90549,0.83737,0.93789,0.85815,0.52233,0.53903,1.24206,0.00048916,0.00048916,0.00048916
131,570.557,0.44156,0.38673,1.17062,0.948,0.83685,0.94273,0.86592,0.50616,0.53057,1.24445,0.0004852,0.0004852,0.0004852
132,574.863,0.48513,0.42606,1.21237,0.94911,0.88257,0.9451,0.86752,0.52125,0.51084,1.24805,0.00048124,0.00048124,0.00048124
133,579.16,0.46049,0.39857,1.17619,0.95326,0.88731,0.95007,0.8723,0.50366,0.49768,1.24091,0.00047728,0.00047728,0.00047728
134,583.488,0.47402,0.42882,1.1723,0.95217,0.89922,0.94618,0.8769,0.49468,0.49339,1.23568,0.00047332,0.00047332,0.00047332
135,587.799,0.47745,0.41265,1.20873,0.96503,0.9098,0.95099,0.87368,0.51143,0.4799,1.26033,0.00046936,0.00046936,0.00046936
136,592.166,0.45256,0.39747,1.19686,0.9696,0.91193,0.95284,0.89113,0.48243,0.45691,1.22475,0.0004654,0.0004654,0.0004654
